id,target
4941,7314562.800776656
51775,1087234.2204328268
115253,2411352.959596174
299321,1326835.1572484141
173570,561912.0234303494
30862,1498658.558139417
244471,2110833.5952778473
127794,483765.1956456239
71558,2720483.1561160265
218011,1055591.3332952172
148208,3593351.123080511
155735,552107.6045533139
100698,3242206.6270123236
241403,1589991.8291323448
195272,2261608.769053593
238663,1681448.4901337582
262957,6254416.082938839
207082,1716843.9391084556
298896,92411.05136962548
220946,750620.2540149087
74581,1565967.5898958617
253578,6625169.584774106
47620,2435333.0537413247
92772,2428722.2622059477
116904,1961755.958784126
208352,6504994.799741958
76044,1373007.9284311205
202667,684518.8090899629
62134,5280746.717989519
277353,5536956.509724986
64194,4105186.4764317954
295822,3997009.729511013
27391,2668034.707173319
203500,1542779.5796198216
264505,1197990.2827794552
297455,1464380.720982684
137985,1869008.0959129867
47622,5118751.157281754
21911,1163519.6727516088
94181,3790452.0736540533
68117,1462630.2725427055
39648,817816.864041022
73722,3249964.6970162992
133456,1339431.8377253318
30763,8184049.672000466
58096,454079.69105863286
126979,1874885.6499007437
149636,1656558.3892434335
27810,2223235.2433295688
272001,5669856.917060425
114617,5049152.529593581
190693,6171860.20506371
219814,1893915.2121409741
67164,3478368.8014678042
83961,5862329.770843202
254122,2358263.6631441913
141378,5623845.313380735
151754,1124696.4035935064
125013,1086291.1728749906
273552,1108860.034183461
201853,1103476.7457336183
99511,3181898.431262088
25140,6178254.126962029
7603,1081952.9221671843
84095,3928534.0909692626
84071,3494360.2689460726
151177,2582089.7453941936
294081,983256.7639759799
88694,1845889.2925964152
99932,1068226.663750856
14442,1069188.4352010984
162220,1821852.5151030852
163631,4208180.647285628
49023,1025927.7082336121
80644,6223331.590415879
274016,1632610.0370773885
64876,1372875.4889246945
156696,7973896.190265759
295991,1894315.7562602516
192037,3712989.5636295844
118765,1314680.2037614463
94748,3087005.8776392774
251764,4144788.192834897
60381,478716.9865995326
283938,463814.1865550274
195995,532006.2968127055
112778,1978415.7756904825
76727,1664988.3488467487
21435,1693340.052834024
17468,3898653.632029355
225673,4295540.54274472
79759,2933507.6188061857
257599,1093785.8507827818
270720,4457915.371113622
153801,3964302.0263875206
92266,3663743.9201952494
207329,5073836.883082372
243955,4320582.107945625
288928,4653956.274546847
186600,3260105.537483459
48005,902332.6441197421
212520,2006013.9278482352
294075,806410.555770858
131575,2401305.914933019
202057,6682950.248826663
239160,1739609.2712317484
92611,1364502.654146487
268351,1948020.818699456
259109,1720179.6400859694
265328,1208839.4405961651
229144,1261105.567919836
261302,2143141.3028316773
84117,2438986.9121902226
31189,4446963.671946686
107254,2290484.025815672
192798,1224598.9899907042
28083,1739510.1436235395
118789,3389277.801654564
2152,5910796.834071499
287026,1188756.283739966
249169,1824120.7129640083
137539,3400640.994698572
46291,384910.8236629665
30233,3824916.58050463
175145,1573763.8912253026
50676,677758.1438447983
71570,2651505.1454284634
219843,2424733.238107548
36279,2815440.8326110225
66052,489207.9486187106
252609,2450437.1307552564
24783,7273338.716935961
299327,4835633.2165435115
95349,5084016.9399474
46332,847620.6530542772
91240,3363331.018836898
5445,1331314.9915182795
272876,1770032.2053017125
43811,2401145.8820933187
217082,6014281.462281143
100370,5899923.793759305
258874,765105.9754994866
121949,940622.524708931
212950,406792.49547066743
200057,3587801.4812448057
229177,2163196.9498735056
287838,558009.6356137497
213118,2224918.1688654753
176475,1076612.1271795717
118176,6746175.603211344
209024,1472410.8340949146
221906,2319977.7665490727
42493,2670961.1792075564
223728,1584606.4967827403
141993,4192821.2121461486
55675,2513500.36905412
224087,5253893.760370973
83655,2413261.736700643
61917,3045019.6678066817
153665,2542906.121330802
155758,8243842.161766712
190393,5924623.288797655
231050,850165.8517052685
201122,3840188.9819596545
59267,271866.7450668402
262487,9164935.429337904
188582,2879550.0548598566
131814,1073345.8094622
73949,5774143.012547238
154308,8078266.9307524925
167194,726325.2237963899
277393,2241078.0058273887
196835,2287417.151867155
91690,3219441.996789994
162086,2198481.94406292
231058,2559411.445432743
54120,7313737.688894107
247858,4530523.448165059
98092,1044724.0010210939
271915,3362365.5977833965
44677,1345153.639814692
56078,1071494.936518101
129375,6151023.9315435495
133361,4960776.034009396
85866,1731552.8601735453
191559,630791.0775368069
218728,1677307.9238490555
208771,2981177.59773221
109195,1320829.8216263365
39549,1580069.9174530718
169828,3098748.042942384
57416,2878897.0572534534
33193,5510392.020327188
173865,4220052.254405534
50919,3582166.0262105595
108504,2139519.2801431636
72963,1794955.475856575
270712,1488630.059813783
63504,1537905.042994432
26896,2213183.177806067
261152,821615.0759977615
8838,729456.4435894474
16064,8143669.224207313
107661,3364448.6591634103
130161,2887000.635713927
179573,3107412.4998599985
116121,655702.2091586464
32234,410852.028486511
191736,879686.3087110281
57456,5106248.51458535
160502,1795333.5298734487
215795,1653485.0461712612
126714,4614625.3847174095
173047,307787.64110662
97726,2396762.23005581
193811,1288961.2246143813
17156,1090977.1044183164
71055,1134009.3494262018
193990,733522.9822130766
52059,1730617.1897002019
274757,3251842.2623252673
1558,5690139.49342303
253081,417122.3634633694
181909,2275623.4737227694
145269,2067438.4747181598
186660,4400324.66308671
6479,1297284.6122425203
249414,525942.6264300932
43182,403311.9249208475
248529,4290054.836537429
125724,3054487.324118568
214268,1555575.464580007
270767,1820038.760829387
141103,2645314.7941169185
292203,7641385.266043709
62008,2655170.1639214354
89122,667903.865759394
47736,6029862.807330867
222505,4466801.1001358805
29628,670980.116944345
202216,2318782.4946747846
194828,821847.995137173
18649,1166716.0699520623
199020,2331698.9865867286
111554,395654.37434304826
244687,5181205.583321262
230919,4880643.351349445
42397,5729595.386352682
221946,2301248.5628172983
168390,780617.2999130399
175576,1454049.0094338877
153541,1237524.7538732083
74055,2276793.1571940295
233828,5773184.723883019
131312,588562.0988409336
224154,5756950.735937884
266743,736115.6958303498
15594,1248479.7544668103
227419,4859890.439874186
115531,3488166.7871457185
12282,364530.24315110454
21847,1480210.8447471648
86772,479949.5456891699
193139,2053791.3958820433
100472,2943102.1304202694
177774,3288902.0684326896
224462,3294179.5598958796
255020,1757010.2718440066
140852,3072991.2076315084
6484,1777296.4778806055
97191,3168081.624071528
218796,5749670.7013881635
146934,507408.0365646115
183990,1703676.1936768265
150347,3460498.293562623
291295,8588500.234430458
175531,1761917.8701559985
80284,3025642.2636950426
64297,2068748.934813852
221587,1937256.00477453
145984,4402496.492346915
266813,471455.5227493815
53725,1363086.9480864939
171137,538930.9909796563
212764,603800.0583341585
30683,1142577.2141200104
204086,2515221.278036028
78594,7567661.880115338
162787,1596344.2446376488
212279,1157607.6362158328
33141,548472.0466685393
13870,3041358.9452240276
205831,3987167.409878375
285806,7015221.567174425
13820,754179.0323650484
198918,779840.0500780614
