id,target
4941,6793129.92610236
51775,876615.663952313
115253,2062642.3098694272
299321,1281588.114057434
173570,521954.02095091424
30862,1493595.408291451
244471,2485333.273412157
127794,856696.1427018121
71558,2793743.3228592495
218011,825915.1575748747
148208,2957600.298542935
155735,458784.6719612742
100698,3895807.52780937
241403,1566364.109582409
195272,2685039.353087422
238663,1397649.7169031238
262957,5700487.817090996
207082,2006860.4551596753
298896,335853.1376774
220946,668630.4774104571
74581,1457469.5378583146
253578,6802255.061296181
47620,2453294.676043792
92772,2100471.3872893886
116904,2500541.499557989
208352,5702581.157641046
76044,1418933.1479033981
202667,711411.1688221849
62134,5561091.929599563
277353,5448479.655749992
64194,4213086.674879827
295822,3924691.2531537106
27391,2303779.998915955
203500,1342864.536630591
264505,1097418.7157244417
297455,1542151.6159545092
137985,1834415.1913907921
47622,5089402.743368452
21911,1366601.357912942
94181,4327840.695607115
68117,1671159.8480599744
39648,756772.7538522964
73722,3269775.9420131273
133456,1208325.9826241531
30763,8967137.242746022
58096,610719.2231918854
126979,1806140.0138427406
149636,2117022.4471196085
27810,2090922.1776538277
272001,5543120.368162477
114617,5138411.1820741305
190693,5773253.902924362
219814,1993761.368993212
67164,3841629.8208695264
83961,5089804.757259098
254122,2076367.404068368
141378,5820719.3916515615
151754,1121669.7558614854
125013,684900.5412281058
273552,1196921.3127074633
201853,1208253.35351246
99511,3009112.319086528
25140,6186252.059516424
7603,905051.7178329338
84095,4862518.112137756
84071,3351120.6131057357
151177,2317352.791195191
294081,973166.2386120495
88694,1943722.451751481
99932,877456.8042883206
14442,716890.1026046397
162220,1487185.799727149
163631,4166322.6789868777
49023,1133027.1395231597
80644,6238302.755624782
274016,1600767.375297727
64876,1263922.0888812372
156696,8571408.67186238
295991,1906792.3458769687
192037,3392753.886730874
118765,1273465.3731293771
94748,2824853.7343645906
251764,4093763.301156302
60381,629106.4387236562
283938,733807.2608999595
195995,530188.549877875
112778,2129735.359706065
76727,1725393.8396971538
21435,1481259.2948919062
17468,3894998.426829286
225673,4718098.348017091
79759,2796110.4316352434
257599,1196884.665371485
270720,4452731.918046763
153801,3913379.879177324
92266,3418560.2624306763
207329,4848057.30455717
243955,4435189.798550903
288928,4507837.6362978285
186600,2664781.8341096835
48005,961555.3324048761
212520,1965656.2325171167
294075,879234.7853102329
131575,2258260.1434242604
202057,7552849.589457954
239160,1136522.9870677069
92611,1366074.8231859356
268351,2222170.366753005
259109,1825535.478326011
265328,1214706.4158195711
229144,1145334.7744418688
261302,2256741.4751923904
84117,2853480.079669449
31189,4499949.505007418
107254,2094075.0181775682
192798,1164126.8969737159
28083,1765364.0960808443
118789,3514119.5279962644
2152,5835850.746308563
287026,1004249.2968675382
249169,2032189.4881286153
137539,3515325.648680945
46291,396014.4456790223
30233,3933188.3571846755
175145,1428223.4030907953
50676,577504.1860672584
71570,2924626.257385802
219843,2426760.254195759
36279,2713309.6567424694
66052,542583.4532680538
252609,2144578.635137198
24783,7471354.012030953
299327,4726446.868757068
95349,5721723.221014811
46332,820065.0950881916
91240,2105765.2029183568
5445,1477421.4365963363
272876,1666553.3238230227
43811,2259390.1012511463
217082,6282620.842359182
100370,6155992.783179703
258874,866866.3501982882
121949,1029975.569993267
212950,719073.1824751815
200057,3941516.116031804
229177,2320962.400183901
287838,443152.7604445559
213118,2317009.4591216105
176475,1253811.6317242698
118176,7067702.15616218
209024,1692622.3196413312
221906,2431035.0412078043
42493,2513467.0961243394
223728,1502339.963927114
141993,4440224.870556635
55675,2201114.0276205405
224087,4886214.516619843
83655,2241124.0809739055
61917,2514770.0920440005
153665,2410097.647725996
155758,8109214.465102751
190393,5535058.610469371
231050,836524.3331897041
201122,4046198.149568086
59267,622784.7899230744
262487,10564621.816475024
