id,target
4941,7118515.0
51775,1314575.5
115253,2506029.8
299321,1437669.6
173570,622175.1
30862,1394618.2
244471,2253609.8
127794,543684.3
71558,2593310.8
218011,1260785.6
148208,4074218.0
155735,565878.56
100698,4063040.0
241403,1595591.2
195272,3502669.5
238663,1337446.1
262957,5833739.5
207082,1449588.1
298896,334167.97
220946,632184.1
74581,1415211.2
253578,6209216.5
47620,2249762.8
92772,2218965.2
116904,2811725.8
208352,5561239.0
76044,1481386.5
202667,702160.4
62134,6551562.0
277353,5004485.5
64194,4109355.5
295822,4389893.5
27391,2420802.2
203500,1476762.8
264505,1157106.1
297455,1466846.1
137985,1828049.8
47622,5169010.5
21911,1154780.5
94181,4378808.5
68117,1564112.6
39648,733920.6
73722,3156399.2
133456,988729.44
30763,8978246.0
58096,569573.94
126979,1666819.8
149636,1963061.1
27810,1941945.6
272001,5448520.5
114617,4810698.0
190693,6279013.5
219814,1806404.1
67164,3491061.2
83961,5348414.0
254122,2840117.2
141378,4956747.5
151754,1119154.6
125013,857771.5
273552,1281896.1
201853,1068526.2
99511,2715689.5
25140,8581694.0
7603,853259.75
84095,4701454.5
84071,3787813.0
151177,2265770.0
294081,1427182.0
88694,1760142.9
99932,1087457.4
14442,921592.8
162220,1598081.5
163631,5038824.5
49023,1157909.4
80644,6772905.0
274016,1566269.6
64876,1401916.6
156696,7294798.5
295991,1962490.9
192037,3169992.2
118765,1237344.8
94748,3255754.2
251764,3960188.0
60381,595203.4
283938,665849.44
195995,526696.44
112778,1996059.4
76727,1519385.4
21435,1631004.1
17468,3515123.8
225673,3858854.8
79759,2722861.0
257599,1187616.5
270720,3862340.5
153801,4014987.0
92266,3847877.2
207329,5551244.5
243955,3934548.0
288928,5277261.5
186600,3667948.8
48005,823313.75
212520,1579192.1
294075,926866.6
131575,2048056.0
202057,6488243.0
239160,1875100.4
92611,1241878.8
268351,2224628.8
259109,1616700.4
265328,1163318.4
229144,1242316.5
261302,2204272.2
84117,2469157.5
31189,4497539.5
107254,2245437.0
192798,1603796.5
28083,1722448.1
118789,3508155.0
2152,6240181.0
287026,1107596.1
249169,1904439.8
137539,3501439.5
46291,403671.1
30233,3265960.2
175145,1856793.2
50676,699898.1
71570,3405058.5
219843,2233399.5
36279,3260122.0
66052,760622.8
252609,2426710.0
24783,7729621.5
299327,4881057.0
95349,5481216.0
46332,721450.2
91240,2212077.0
5445,1516022.2
272876,1354593.5
43811,2188753.2
217082,5814793.5
100370,6302726.0
258874,799505.4
121949,867641.3
212950,634296.3
200057,3268862.0
229177,2014252.5
287838,492495.97
213118,2107446.2
176475,950795.1
118176,7845032.0
209024,1621723.6
221906,2416917.2
42493,2482394.5
223728,1433091.9
141993,4687712.5
55675,2516240.8
224087,3225233.8
83655,2041479.6
61917,2782398.2
153665,2276259.8
155758,8536432.0
190393,7190638.5
231050,805406.1
201122,3869355.0
59267,526535.0
262487,9174048.0
188582,2694492.8
131814,763837.06
73949,5630022.5
154308,9800396.0
167194,655211.9
277393,2056738.5
196835,2225423.0
91690,2549182.2
162086,2314329.2
231058,2689851.5
54120,6382761.5
247858,4022120.8
98092,1106361.8
271915,3012743.5
44677,1568312.2
56078,1103374.4
129375,6699319.5
133361,5157856.0
85866,1925406.2
191559,627947.9
218728,2094184.2
208771,3635165.5
109195,1079247.8
39549,1006872.7
169828,3901235.2
57416,2314567.2
33193,5588872.0
173865,4341356.0
50919,3195471.5
108504,2271660.0
72963,1871561.9
270712,1383072.1
63504,1628313.9
26896,2158779.5
261152,1149079.5
8838,568206.5
16064,8442564.0
107661,3320872.8
130161,2349117.8
179573,3155291.0
116121,514983.66
32234,408899.97
191736,1029201.0
57456,2868500.5
160502,1847567.4
215795,1674068.8
126714,3943136.5
173047,450990.25
97726,2570086.2
193811,1347301.6
17156,1415854.8
71055,1159998.8
193990,952346.25
52059,2100276.8
274757,3310749.5
1558,5483081.0
253081,465496.16
181909,2039702.4
145269,2193654.5
186660,4828945.5
6479,1360551.8
249414,608940.25
43182,472187.38
248529,3984651.8
125724,2759753.2
214268,1612691.5
270767,1638498.0
141103,2680843.2
292203,6956581.5
62008,2728934.5
89122,974125.2
47736,6131794.5
222505,4153676.2
29628,694250.9
202216,2231392.8
194828,517219.06
18649,1207936.9
199020,2235050.8
111554,435023.0
244687,4977675.0
230919,5462236.5
42397,5480277.5
221946,2319004.2
168390,994065.25
