id,target
4941,6400000.0
51775,979000.0
115253,2610000.0
299321,1150000.0
173570,695000.0
30862,1600000.0
244471,2600000.0
127794,593000.0
71558,2450000.0
218011,1090000.0
148208,4839307.0
155735,595000.0
100698,2900000.0
241403,1450000.0
195272,1800000.0
238663,1390000.0
262957,3500000.0
207082,1325000.0
298896,480000.0
220946,430000.0
74581,1150000.0
253578,7700000.0
47620,2500000.0
92772,2250000.0
116904,2100000.0
208352,5000000.0
76044,870000.0
202667,680000.0
62134,4990000.0
277353,3290711.0
64194,5500000.0
295822,4950000.0
27391,3106666.0
203500,1218154.0
264505,1000000.0
297455,1050000.0
137985,2444000.0
47622,6970000.0
21911,1100000.0
94181,3350000.0
68117,1200000.0
39648,875000.0
73722,3600000.0
133456,670000.0
30763,8150000.0
58096,400000.0
126979,1920000.0
149636,860000.0
27810,1880000.0
272001,6400000.0
114617,4600000.0
190693,6200000.0
219814,2000000.0
67164,3730954.0
83961,2150000.0
254122,3350000.0
141378,5150000.0
151754,598890.0
125013,780000.0
273552,1300000.0
201853,1500000.0
99511,1610000.0
25140,7100000.0
7603,625000.0
84095,2000000.0
84071,2590000.0
151177,2800000.0
294081,1742000.0
88694,1360000.0
99932,1050000.0
14442,400000.0
162220,2150000.0
163631,5100000.0
49023,1450000.0
80644,6581122.166666667
274016,1500000.0
64876,1800000.0
156696,12350000.0
295991,2193740.0
192037,4250000.0
118765,1400000.0
94748,3350000.0
251764,5023700.0
60381,820000.0
283938,575000.0
195995,395000.0
112778,2100000.0
76727,3100000.0
21435,1650000.0
17468,4380000.0
225673,3900000.0
79759,3650000.0
257599,650000.0
270720,3564780.0
153801,4850000.0
92266,2750000.0
207329,4700000.0
243955,4875000.0
288928,6250000.0
186600,7300000.0
48005,938000.0
212520,2000000.0
294075,2300000.0
131575,850000.0
202057,6250000.0
239160,1360000.0
92611,1250000.0
268351,2550000.0
259109,1734500.0
265328,875000.0
229144,1600000.0
261302,2500000.0
84117,1250000.0
31189,3950000.0
107254,1930000.0
192798,320000.0
28083,1350000.0
118789,2450000.0
2152,4900000.0
287026,1290000.0
249169,1995000.0
137539,4600000.0
46291,340000.0
30233,3800000.0
175145,1220000.0
