id,target
4941,5593125.0
51775,1049375.0
115253,1083270.3125
299321,2224310.5
173570,570187.5
30862,1668187.375
244471,3909437.5
127794,803937.5
71558,3290625.0
218011,1386187.5
148208,2993429.625
155735,685875.0
100698,3297611.25
241403,1390000.0
195272,2099875.0
238663,1778693.75
262957,5168125.0
207082,3256974.875
298896,663200.0
220946,728437.5
74581,1371250.0
253578,3977637.5
47620,3407187.5
92772,2993437.5
116904,2669951.5625
208352,4653750.0
76044,2018437.5
202667,1380057.25
62134,5112812.5
277353,4960142.875
64194,3912890.625
295822,3918437.5
27391,1449162.5
203500,1014701.25
264505,2384553.875
297455,1485429.625
137985,2682500.0
47622,6764375.0
21911,1882733.8125
94181,2170562.5
68117,1821875.0
39648,960625.0
73722,3882812.5
133456,1643028.125
30763,4971062.5
58096,1292558.125
126979,1815312.5
149636,1893625.0
27810,2945625.0
272001,2790437.5
114617,4226875.0
190693,5012437.5
219814,2228125.0
67164,3387187.5
83961,5992031.875
254122,2763190.5
141378,4978553.875
151754,1949850.0
125013,1176405.6875
273552,1652144.6875
201853,792734.375
99511,2648187.5
25140,3742676.125
7603,1430905.625
84095,4035640.625
84071,3408125.0
151177,3205332.375
294081,1181898.5
88694,2159443.75
99932,748793.75
14442,912125.0
162220,1934062.5
163631,4381250.0
49023,2129062.5
80644,4799133.375
274016,1578125.0
64876,2674250.0
156696,6446875.0
295991,2527375.0
192037,3126406.25
118765,1331437.5
94748,4159062.5
251764,4127956.25
60381,576437.5
283938,527999.9375
195995,464750.0
112778,1669662.5
76727,1884375.0
21435,2415937.5
17468,2855781.25
225673,6294659.625
79759,3497375.0
257599,602932.8125
270720,5108000.0
153801,2976937.5
92266,615704.25
207329,2433387.5
243955,5342687.5
288928,4333437.5
186600,1290500.0
48005,1060643.75
212520,1752250.0
294075,1832375.0
131575,3226062.5
202057,8003125.0625
239160,820312.5
92611,1234437.5
268351,1883687.5
259109,4411080.5625
265328,1154687.5
229144,1823875.0
261302,1556562.5
84117,4114942.0625
31189,4296250.0
107254,1810494.25
192798,2231360.6875
28083,2292250.0
118789,3393927.5
2152,4667437.5
287026,1290062.5
249169,986875.0
137539,4526875.0
46291,382437.5
30233,3447187.5
175145,1137915.125
50676,966525.0
71570,2839864.6875
219843,2100080.0
36279,3959062.5
66052,800400.0
252609,1284009.0
24783,2831122.5
299327,5573013.75
95349,6678251.1875
46332,803218.75
91240,3177687.5
5445,1188875.0
272876,1502187.5
43811,2488437.5
217082,2184187.5
100370,5201312.5
258874,904375.0
121949,798375.0
212950,585625.0
200057,4274062.5
229177,2349750.0
287838,854250.0
213118,2567437.5
176475,955937.5
118176,6576007.8125
209024,2278528.25
221906,2350250.0
42493,2260006.0
223728,1682187.5
141993,3414343.75
55675,2004062.5
224087,4373564.375
83655,2783232.875
61917,1664586.25
153665,2921282.4375
155758,7626250.0
190393,3656250.0
231050,1365000.0
201122,2817687.5
59267,586443.625
262487,6689312.5
188582,2794812.5
131814,542336.875
73949,4328500.0
154308,7252500.0
167194,676718.75
277393,4412187.4375
196835,2549375.0
91690,3280937.5
162086,2284937.5
231058,2339375.0
54120,7318750.0
247858,7224731.25
98092,2586562.5
271915,2792225.875
44677,873106.25
56078,1399414.5
129375,2106216.25
133361,5771041.6875
85866,2895763.125
191559,896937.5
218728,1225600.0
208771,2083812.5
109195,1042955.4375
39549,5169250.0
169828,2490300.6875
57416,1125128.125
33193,4326875.0
173865,5449375.0
50919,3411875.0
108504,2923783.3125
72963,2829124.9375
270712,1961906.25
63504,2410968.4375
26896,3904609.6875
261152,1736437.5
8838,844239.0
16064,5529075.0
107661,5351875.0
130161,3170487.5
179573,1370306.25
116121,1186250.0
32234,624687.5
191736,857375.0
57456,4323125.0
160502,2420312.5
215795,2428750.0
126714,4414947.875
173047,500937.5
97726,1954375.0
193811,2667405.4375
17156,1618562.5
71055,1065937.5
193990,3664908.875
52059,1115293.125
274757,3240606.25
1558,6445825.0
253081,706906.25
181909,2895937.5
145269,1384562.5
186660,3871875.0
6479,751437.5
249414,785937.5
43182,518362.5
248529,4942500.0
125724,4266024.75
214268,1721562.5
270767,1341437.5
141103,2856000.0
292203,3641312.5
62008,2574750.0
89122,1547219.25
47736,5103750.0
222505,3838863.625
29628,1397721.875
202216,1535967.3125
194828,792984.375
18649,935875.0
199020,2823502.375
111554,673562.5
244687,5132625.0
230919,3742572.375
42397,3301687.5
221946,3033325.0
168390,2060203.5
175576,2162406.875
153541,958625.0
74055,2293468.75
233828,3689812.5
131312,471352.5
224154,5920187.5
266743,765041.625
15594,2536595.875
227419,820187.5
115531,2002703.125
12282,438396.875
21847,1421875.0
86772,577500.0
193139,2429250.0
100472,2806633.3125
177774,4341250.0
224462,4427503.125
255020,1778562.5
140852,3131250.0
6484,2102500.0
97191,3144375.0
218796,7033124.9375
146934,875145.1875
183990,2113526.875
150347,2355200.0
291295,4876562.5
175531,1806500.0
80284,2065687.5
64297,3412598.9375
221587,4193800.3125
145984,5168262.5
266813,719937.5
53725,1987373.75
171137,763875.0
212764,920356.25
30683,1816640.9375
204086,1808125.0
78594,4827500.0
162787,3954375.0
212279,1515937.5
33141,510642.5
13870,3230093.75
205831,4953125.0
285806,6573750.0625
13820,1188875.0
198918,885399.0
165989,4893004.6875
81377,1547187.5
149867,1025500.0
192119,935312.5
180210,930312.5
147051,3978125.0
127638,4386562.4375
291867,3050970.6875
178582,4002900.0
127544,2488439.9375
235717,2399525.4375
171723,762006.25
161574,946853.0625
75409,1934375.0
90035,1311666.25
42840,1538526.9375
8581,5319844.5625
13664,5677187.5
247464,1215678.3125
96424,1338719.375
194898,3607500.0
283532,2356750.0
69531,4370085.0
237884,3574707.6875
261893,1415937.5
150376,640937.5
182443,2227375.0
224406,4739887.5
171332,3504680.125
140442,1198348.125
154939,2161567.875
131259,6174375.0
162293,852500.0
292709,1933737.5
264845,4527500.0
166131,5230031.25
132328,2034687.5
208063,3249237.5
