50003995.0,3220
84312.0,2542
334898.0,1917
50003998.0,1779
50003997.0,1746
275358.0,1568
55795.0,1446
286309.0,1290
23815.0,1277
50003996.0,1231
87460.0,1143
55584.0,1089
23569.0,1073
55520.0,890
84028.0,767
50002774.0,767
84338.0,753
24481.0,730
23734.0,727
55519.0,725
23191.0,725
24823.0,713
275308.0,695
55552.0,685
23365.0,678
339455.0,650
23837.0,639
343015.0,606
55678.0,600
47735.0,572
50003999.0,551
23144.0,532
23771.0,515
23540.0,512
47732.0,508
113851.0,508
23832.0,501
23842.0,498
23567.0,486
275323.0,473
127625.0,468
50003433.0,467
107098.0,466
23747.0,459
49052.0,458
275338.0,455
55737.0,443
114344.0,438
23598.0,436
23575.0,426
23343.0,425
55574.0,420
24806.0,414
55894.0,413
308261.0,403
55688.0,401
25039.0,397
274461.0,395
23592.0,391
56133.0,388
24606.0,369
113862.0,368
87689.0,363
55566.0,361
23856.0,359
55915.0,351
114343.0,346
55570.0,346
84342.0,344
23816.0,343
87706.0,339
55773.0,333
24597.0,326
130510.0,325
47864.0,324
55715.0,324
84387.0,321
23560.0,320
55672.0,319
23263.0,319
23827.0,315
23576.0,314
23779.0,311
24107.0,303
56152.0,302
66866.0,302
23533.0,301
130505.0,300
23555.0,299
38062.0,294
275741.0,291
2351.0,290
55770.0,288
323499.0,287
59642.0,286
114069.0,284
113897.0,284
24598.0,281
84310.0,279
55581.0,279
83764.0,278
23743.0,276
55728.0,276
83960.0,274
24125.0,274
24897.0,271
286424.0,268
65605.0,266
284881.0,265
113945.0,264
24082.0,261
24944.0,260
57611.0,259
23835.0,257
274638.0,253
47963.0,247
23587.0,246
23141.0,243
56199.0,242
58240.0,242
56976.0,242
55744.0,240
83780.0,240
49130.0,238
55722.0,238
47944.0,236
24498.0,236
48234.0,235
23868.0,235
55589.0,232
47710.0,232
55822.0,229
47974.0,228
47952.0,228
87750.0,225
56233.0,224
38012.0,223
68903.0,223
23539.0,222
114094.0,222
24810.0,222
24614.0,220
112055.0,219
24448.0,219
23530.0,218
48236.0,218
68962.0,215
23760.0,214
23152.0,212
47835.0,211
114061.0,211
47276.0,210
55826.0,210
56901.0,209
24052.0,208
283301.0,207
70417.0,206
23698.0,205
24069.0,205
24570.0,204
55579.0,204
48192.0,203
65580.0,202
49039.0,202
23328.0,201
23577.0,198
55797.0,197
24853.0,196
55785.0,196
24523.0,195
47810.0,195
113818.0,194
23658.0,188
23138.0,188
23384.0,187
24939.0,186
86235.0,186
23406.0,186
83673.0,185
23192.0,184
55653.0,184
23491.0,183
49043.0,182
51929.0,181
37726.0,181
24892.0,178
24778.0,178
23136.0,177
68993.0,177
56917.0,176
23546.0,176
83608.0,175
23595.0,175
47871.0,175
113907.0,173
